title,avail_global,date_release,hours_viewed,language,year,months_out,views_per_month,series
Inside Man: Season 1,Yes,2022-10-31,43.1,English,2022.0,8.0,5.3875,Inside Man
The Last Kingdom: Season 4,No,2020-04-26,42.9,English,2020.0,39.0,1.0999999999999999,The Last Kingdom
Through My Window 2: Across the Sea,Yes,2023-06-23,42.9,Spanish,2023.0,0.0,inf,Through My Window 2: Across the Sea
CoComelon: Season 6,Yes,2022-09-05,42.8,English,2022.0,10.0,4.279999999999999,CoComelon
Seinfeld: Season 4,Yes,,42.8,English,,,,Seinfeld
Valeria: Season 3,Yes,2023-06-02,42.8,English,2023.0,1.0,42.8,Valeria
Pokémon The Series: Indigo League: Season 1,No,,42.7,Japanese,,,,Pokémon The Series: Indigo League
Purple Hearts,Yes,2022-07-29,42.7,English,2022.0,11.0,3.8818181818181823,Purple Hearts
The Last Kingdom: Season 3,Yes,2018-11-19,42.7,English,2018.0,56.0,0.7625000000000001,The Last Kingdom
Waco: American Apocalypse: Limited Series,Yes,2023-03-22,42.7,English,2023.0,3.0,14.233333333333334,Waco: American Apocalypse: Limited Series
Too Hot to Handle: Season 4,Yes,2022-12-07,42.6,English,2022.0,7.0,6.085714285714286,Too Hot to Handle
Gabby's Dollhouse: Season 2,Yes,2021-08-10,42.6,English,2021.0,23.0,1.8521739130434782,Gabby's Dollhouse
Unlocked,Yes,2023-02-17,42.5,Korean,2023.0,4.0,10.625,Unlocked
Guillermo del Toro’s Pinocchio,Yes,2022-12-09,42.5,English,2022.0,7.0,6.071428571428571,Guillermo del Toro’s Pinocchio
The Crown: Season 1,Yes,2016-11-04,42.4,English,2016.0,81.0,0.5234567901234568,The Crown
Arrow: Season 1,No,,42.3,English,,,,Arrow
Blippi's Adventures: Season 1,Yes,,42.1,English,,,,Blippi's Adventures
The Good Doctor: Season 4,No,,42.1,English,,,,The Good Doctor
Lucifer: Season 6,No,2021-09-10,41.8,English,2021.0,22.0,1.9,Lucifer
"Pamela, a love story",Yes,2023-01-31,41.8,English,2023.0,5.0,8.36,"Pamela, a love story"
Seinfeld: Season 7,Yes,,41.7,English,,,,Seinfeld
Chor Nikal Ke Bhaga,Yes,2023-03-24,41.7,Hindi,2023.0,3.0,13.9,Chor Nikal Ke Bhaga
The Garfield Show: Season 1,No,,41.5,English,,,,The Garfield Show
Agency: Season 1,No,,41.4,Korean,,,,Agency
White Chicks,No,,41.4,English,,,,White Chicks
Wellmania: Season 1,Yes,2023-03-29,41.3,English,2023.0,3.0,13.766666666666666,Wellmania
Seinfeld: Season 3,Yes,,41.2,English,,,,Seinfeld
The Creature Cases: Chapter 1,Yes,2022-04-12,41.2,English,2022.0,15.0,2.746666666666667,The Creature Cases: Chapter 1
Turbo (2013),No,,41.1,English,,,,Turbo (2013)
Maestro in Blue: Season 1,Yes,2022-12-18,41.1,Spanish,2022.0,6.0,6.8500000000000005,Maestro in Blue
McGREGOR FOREVER: Limited Series,Yes,2023-05-17,41.0,English,2023.0,1.0,41.0,McGREGOR FOREVER: Limited Series
Black Money Love: Season 1,No,,40.9,Spanish,,,,Black Money Love
Bloodshot (2020),No,,40.9,English,,,,Bloodshot (2020)
The Flash (2014): Season 8,No,,40.9,English,,,,The Flash (2014)
El Chapo: Season 1,Yes,2017-06-16,40.6,English,2017.0,74.0,0.5486486486486487,El Chapo
Shameless (U.S.): Season 3,No,,40.6,English,,,,Shameless (U.S.)
Demon Slayer: Kimetsu no Yaiba: Swordsmith Village Arc,No,,40.5,Spanish,,,,Demon Slayer: Kimetsu no Yaiba: Swordsmith Village Arc
Jane The Virgin: Season 2,No,,40.4,English,,,,Jane The Virgin
The Snitch Cartel: Origins: Season 1,No,2021-07-28,40.4,Spanish,2021.0,23.0,1.7565217391304346,The Snitch Cartel: Origins
Guillermo del Toro's Cabinet of Curiosities: Season 1,Yes,2022-10-25,40.3,English,2022.0,8.0,5.0375,Guillermo del Toro's Cabinet of Curiosities
Pokémon Journeys: The Series: Season 1,No,,40.3,English,,,,Pokémon Journeys: The Series
Seinfeld: Season 5,Yes,,40.3,English,,,,Seinfeld
Shrek Forever After,No,,40.3,English,,,,Shrek Forever After
The 100: Season 2,No,,40.3,English,,,,The 100
Unsolved Mysteries: Volume 3,Yes,2022-10-18,40.3,English,2022.0,8.0,5.0375,Unsolved Mysteries: Volume 3
The Last Kingdom: Season 2,Yes,2017-03-20,40.2,English,2017.0,76.0,0.5289473684210527,The Last Kingdom
Too Hot to Handle: Germany: Season 1,Yes,2023-02-28,40.2,English,2023.0,4.0,10.05,Too Hot to Handle: Germany
Better Call Saul: Season 3,No,2017-04-11,40.2,English,2017.0,76.0,0.5289473684210527,Better Call Saul
Avatar: The Last Airbender: Book 3,No,,40.1,English,,,,Avatar: The Last Airbender: Book 3
Our Planet,Yes,2019-04-05,40.1,English,2019.0,52.0,0.7711538461538462,Our Planet
H2O: Just Add Water: Season 1,No,,40.0,English,,,,H2O: Just Add Water
The King: Eternal Monarch: Season 1,Yes,2020-04-17,39.9,Korean,2020.0,39.0,1.023076923076923,The King: Eternal Monarch
The Office (U.S.): Season 7,No,,39.9,English,,,,The Office (U.S.)
Grey's Anatomy: Season 5,No,,39.8,English,,,,Grey's Anatomy
In the Name of God: A Holy Betrayal: Season 1,Yes,2023-03-03,39.7,Korean,2023.0,4.0,9.925,In the Name of God: A Holy Betrayal
Emergency: NYC: Season 1,Yes,2023-03-29,39.7,English,2023.0,3.0,13.233333333333334,Emergency: NYC
Better Call Saul: Season 2,No,2016-02-15,39.5,English,2016.0,90.0,0.4388888888888889,Better Call Saul
Gabby's Dollhouse: Season 6,Yes,2022-11-01,39.5,English,2022.0,8.0,4.9375,Gabby's Dollhouse
Infiesto,Yes,2023-02-03,39.5,English,2023.0,5.0,7.9,Infiesto
Sanctuary: Season 1,No,2023-05-04,39.4,Japanese,2023.0,2.0,19.7,Sanctuary
Suits (2011): Season 8,No,,39.4,English,,,,Suits (2011)
Ganglands: Season 1,Yes,2021-09-24,39.3,Spanish,2021.0,21.0,1.8714285714285712,Ganglands
The Hunger Games,No,,39.3,English,,,,The Hunger Games
Trolley: Limited Series,Yes,2022-12-19,39.2,Korean,2022.0,6.0,6.533333333333334,Trolley: Limited Series
High Heat: Season 1,Yes,2022-08-17,39.1,Spanish,2022.0,11.0,3.5545454545454547,High Heat
Rosario Tijeras (Mexico): Season 3,No,,38.9,English,,,,Rosario Tijeras (Mexico)
The Sinner: Season 4: Percy,No,2022-01-26,38.9,English,2022.0,17.0,2.288235294117647,The Sinner
Avatar: The Last Airbender: Book 2,No,,38.7,English,,,,Avatar: The Last Airbender: Book 2
Ozark: Season 4,Yes,2022-01-21,38.7,English,2022.0,18.0,2.1500000000000004,Ozark
Shark Tale,No,,38.7,English,,,,Shark Tale
The Hatchet Wielding Hitchhiker,Yes,2023-01-10,38.7,English,2023.0,6.0,6.45,The Hatchet Wielding Hitchhiker
Better Call Saul: Season 4,No,2018-08-07,38.6,English,2018.0,60.0,0.6433333333333333,Better Call Saul
Narcos: Season 2,Yes,2016-09-02,38.6,English,2016.0,83.0,0.46506024096385545,Narcos
6 Underground,Yes,2019-12-13,38.6,English,2019.0,43.0,0.8976744186046512,6 Underground
Grey's Anatomy: Season 6,No,,38.4,English,,,,Grey's Anatomy
Mother's Day,Yes,2023-05-24,38.3,Polish,2023.0,1.0,38.3,Mother's Day
Orange Is the New Black: Season 2,Yes,2014-06-06,38.3,English,2014.0,110.0,0.34818181818181815,Orange Is the New Black
Vikings (2013): Season 6,No,,38.3,English,,,,Vikings (2013)
El Chapo: Season 2,Yes,2017-12-15,38.2,English,2017.0,67.0,0.5701492537313433,El Chapo
Brooklyn Nine-Nine: Season 6,No,,38.1,English,,,,Brooklyn Nine-Nine
Queer Eye: Season 7,Yes,2023-05-12,38.1,English,2023.0,2.0,19.05,Queer Eye
The Good Doctor: Season 2,No,,38.0,English,,,,The Good Doctor
The Big Bang Theory: Season 4,No,,38.0,English,,,,The Big Bang Theory
Sleeping Dog: Limited Series,Yes,2023-06-22,38.0,Spanish,2023.0,0.0,inf,Sleeping Dog: Limited Series
Cúmplices de um Resgate: Season 1,No,,37.8,English,,,,Cúmplices de um Resgate
The Big Bang Theory: Season 6,No,,37.8,English,,,,The Big Bang Theory
The Flash (2014): Season 3,No,,37.7,English,,,,The Flash (2014)
The Good Doctor: Season 3,No,,37.7,English,,,,The Good Doctor
Back to the Outback,Yes,2021-12-10,37.6,English,2021.0,19.0,1.9789473684210528,Back to the Outback
Booba: Season 4,Yes,,37.6,English,,,,Booba
The Big Bang Theory: Season 7,No,,37.6,English,,,,The Big Bang Theory
Vikings (2013): Season 1,No,,37.6,English,,,,Vikings (2013)
As Aventuras de Poliana: Season 1,No,,37.5,English,,,,As Aventuras de Poliana
The Big Bang Theory: Season 5,No,,37.4,English,,,,The Big Bang Theory
The Rookie: Season 1,No,,37.4,English,,,,The Rookie
Fauda: Season 1,Yes,2016-12-02,37.3,he,2016.0,80.0,0.46624999999999994,Fauda
Mr. Sunshine: Season 1,Yes,2018-07-07,37.3,Korean,2018.0,61.0,0.6114754098360655,Mr. Sunshine
Shameless (U.S.): Season 4,No,,37.1,English,,,,Shameless (U.S.)
Queens on the Run,No,2023-04-14,37.1,Portuguese,2023.0,3.0,12.366666666666667,Queens on the Run
Outlander: Season 2,No,2016-04-10,37.1,English,2016.0,88.0,0.4215909090909091,Outlander
Money Heist: Part 2,Yes,2017-11-30,37.1,Spanish,2017.0,68.0,0.5455882352941177,Money Heist
2 Guns,No,,37.1,English,,,,2 Guns
"Lyle, Lyle, Crocodile",No,,37.1,English,,,,"Lyle, Lyle, Crocodile"
S.W.A.T. (2017): Season 4,No,,37.0,English,,,,S.W.A.T. (2017)
Peaky Blinders: Season 6,No,2022-06-10,36.9,English,2022.0,13.0,2.838461538461538,Peaky Blinders
Seinfeld: Season 8,Yes,,36.9,English,,,,Seinfeld
The Mitchells vs. The Machines,Yes,2021-04-30,36.9,English,2021.0,26.0,1.419230769230769,The Mitchells vs. The Machines
PJ Masks: Season 4,No,,36.7,English,,,,PJ Masks
Peaky Blinders: Season 3,No,2016-05-31,36.6,English,2016.0,86.0,0.4255813953488372,Peaky Blinders
Troll,Yes,2022-12-01,36.6,English,2022.0,7.0,5.228571428571429,Troll
Glamorous: Season 1,Yes,2023-06-22,36.6,English,2023.0,0.0,inf,Glamorous
Meekah: Season 1,Yes,,36.6,English,,,,Meekah
All For Love: Season 1,No,2020-06-26,36.6,Spanish,2020.0,37.0,0.9891891891891892,All For Love
Rebelde Way (2002): Temporada 1,No,,36.5,English,,,,Rebelde Way (2002): Temporada 1
The Big Bang Theory: Season 8,No,,36.4,English,,,,The Big Bang Theory
Thicker Than Water: Season 1,Yes,2023-04-07,36.3,French,2023.0,3.0,12.1,Thicker Than Water
Outlander: Season 6,No,2022-03-07,36.2,English,2022.0,16.0,2.2625,Outlander
Let Him Go,No,,36.2,English,,,,Let Him Go
Grown Ups (2010),No,,36.2,English,,,,Grown Ups (2010)
Daughter From Another Mother: Season 3,Yes,2022-12-25,36.2,Spanish,2022.0,6.0,6.033333333333334,Daughter From Another Mother
Chris Rock: Selective Outrage,Yes,2023-03-04,36.2,English,2023.0,4.0,9.05,Chris Rock: Selective Outrage
Against the Ropes: Season 1,No,2023-01-25,36.1,Spanish,2023.0,5.0,7.220000000000001,Against the Ropes
Ozark: Season 1,Yes,2017-07-21,36.1,English,2017.0,72.0,0.5013888888888889,Ozark
A Quiet Place Part II,No,,36.0,English,,,,A Quiet Place Part II
My Little Pony: Friendship Is Magic: Season 1,Yes,,36.0,English,,,,My Little Pony: Friendship Is Magic
Power Rangers Dino Fury: Season 1,No,2021-06-14,36.0,English,2021.0,25.0,1.44,Power Rangers Dino Fury
The Office (U.S.): Season 4,No,,35.9,English,,,,The Office (U.S.)
Hotel Transylvania (2012),No,,35.9,English,,,,Hotel Transylvania (2012)
Ancient Apocalypse: Season 1,Yes,2022-11-11,35.8,English,2022.0,8.0,4.475,Ancient Apocalypse
Missing (2023),No,,35.8,English,,,,Missing (2023)
Virgin River: Season 1,Yes,2019-12-06,35.8,English,2019.0,43.0,0.8325581395348837,Virgin River
Queen Cleopatra: Limited Series,Yes,2023-05-10,35.7,English,2023.0,2.0,17.85,Queen Cleopatra: Limited Series
Shameless (U.S.): Season 5,No,,35.6,English,,,,Shameless (U.S.)
Record of Ragnarok: Season 1,No,2021-06-17,35.5,Japanese,2021.0,25.0,1.42,Record of Ragnarok
The Boss Baby: Back in the Crib: Season 1,Yes,2022-05-19,35.5,English,2022.0,14.0,2.5357142857142856,The Boss Baby: Back in the Crib
Wish Dragon,Yes,2021-06-11,35.4,English,2021.0,25.0,1.416,Wish Dragon
Unstable: Season 1,Yes,2023-03-30,35.3,English,2023.0,3.0,11.766666666666666,Unstable
Bling Empire: New York: Season 1,Yes,2023-01-20,35.2,English,2023.0,5.0,7.040000000000001,Bling Empire: New York
Grey's Anatomy: Season 8,No,,35.2,English,,,,Grey's Anatomy
King the Land: Limited Series,No,2023-06-17,35.2,Spanish,2023.0,0.0,inf,King the Land: Limited Series
The Big Bang Theory: Season 11,No,,35.2,English,,,,The Big Bang Theory
Hospital Playlist: Season 1,Yes,2020-03-12,35.0,Spanish,2020.0,40.0,0.875,Hospital Playlist
Keep Breathing: Limited Series,Yes,2022-07-28,35.0,English,2022.0,11.0,3.1818181818181817,Keep Breathing: Limited Series
The Big Bang Theory: Season 10,No,,35.0,English,,,,The Big Bang Theory
Bad Boys for Life,No,,34.9,English,,,,Bad Boys for Life
Inventing Anna: Limited Series,Yes,2022-02-11,34.8,English,2022.0,17.0,2.0470588235294116,Inventing Anna: Limited Series
The Big Bang Theory: Season 2,No,,34.8,English,,,,The Big Bang Theory
El Cartel: Season 1,No,,34.6,English,,,,El Cartel
That Girl Lay Lay: Season 2,No,2023-02-23,34.6,English,2023.0,4.0,8.65,That Girl Lay Lay
The Big Bang Theory: Season 3,No,,34.6,English,,,,The Big Bang Theory
The Big Bang Theory: Season 9,No,,34.6,English,,,,The Big Bang Theory
Unlock My Boss,No,,34.5,Korean,,,,Unlock My Boss
Bullet Train,No,,34.4,English,,,,Bullet Train
Pressure Cooker: Season 1,Yes,2023-01-06,34.3,English,2023.0,6.0,5.716666666666666,Pressure Cooker
How to Get Away With Murder: Season 1,No,,34.3,English,,,,How to Get Away With Murder
CoComelon: Season 8,Yes,2023-04-10,34.2,English,2023.0,3.0,11.4,CoComelon
Shameless (U.S.): Season 6,No,,34.1,English,,,,Shameless (U.S.)
Vikings (2013): Season 2,No,,34.1,English,,,,Vikings (2013)
Cobra Kai: Season 1,Yes,2020-08-28,34.0,English,2020.0,35.0,0.9714285714285714,Cobra Kai
Grey's Anatomy: Season 7,No,,34.0,English,,,,Grey's Anatomy
Jurassic World,No,,34.0,English,,,,Jurassic World
Riverdale: Season 2,No,2017-10-12,34.0,English,2017.0,70.0,0.4857142857142857,Riverdale
How to Get Rich: Season 1,Yes,2023-04-18,33.9,English,2023.0,2.0,16.95,How to Get Rich
Prisoners (2013),No,,33.9,English,,,,Prisoners (2013)
Forecasting Love and Weather: Season 1,Yes,2022-02-12,33.8,Korean,2022.0,17.0,1.9882352941176469,Forecasting Love and Weather
Gabby's Dollhouse: Season 4,Yes,2022-02-01,33.8,English,2022.0,17.0,1.9882352941176469,Gabby's Dollhouse
Grey's Anatomy: Season 9,No,,33.8,English,,,,Grey's Anatomy
Half Bad: The Bastard Son & The Devil Himself: Season 1,Yes,2022-10-28,33.8,English,2022.0,8.0,4.225,Half Bad: The Bastard Son & The Devil Himself
Money Heist: Part 3,Yes,2019-07-19,33.7,Spanish,2019.0,48.0,0.7020833333333334,Money Heist
Seinfeld: Season 9,Yes,,33.7,English,,,,Seinfeld
The 100: Season 3,No,,33.7,English,,,,The 100
White Noise,Yes,2022-12-30,33.5,English,2022.0,6.0,5.583333333333333,White Noise
Teen Titans Go!: Season 2,No,,33.5,English,,,,Teen Titans Go!
Barbecue Showdown: Season 2,Yes,2023-05-26,33.4,English,2023.0,1.0,33.4,Barbecue Showdown
La piloto: Season 1,No,,33.4,English,,,,La piloto
The Witcher: Season 3,Yes,2023-06-29,33.4,English,2023.0,0.0,inf,The Witcher
The Crown: Season 2,Yes,2017-12-08,33.3,English,2017.0,68.0,0.48970588235294116,The Crown
Outlander: Season 5,No,2020-02-15,33.2,English,2020.0,41.0,0.8097560975609757,Outlander
Peaky Blinders: Season 4,No,2017-12-20,33.2,English,2017.0,67.0,0.49552238805970156,Peaky Blinders
Shameless (U.S.): Season 9,No,,33.1,English,,,,Shameless (U.S.)
The Crown: Season 4,Yes,2020-11-15,33.1,English,2020.0,32.0,1.034375,The Crown
